0    1464815431.065119, 17.949999, 0.087268, UNDEFINED
1    1464815431.079490, 17.940001, 0.095994, VALID
2    1464815431.091339, 17.920000, 0.087268, VALID
3    1464815431.106168, 17.920000, 0.095994, VALID
4    1464815431.119262, 17.910000, 0.087268, VALID
5    1464815431.131545, 17.920000, 0.078541, VALID
6    1464815431.146970, 17.920000, 0.087268, FILTERED
7    1464815431.159341, 17.920000, 0.095994, VALID
8    1464815431.172247, 17.940001, 0.087268, VALID
9    1464815431.186298, 17.910000, 0.095994, VALID
10    1464815431.198104, 17.910000, 0.087268, VALID
11    1464815431.212958, 17.910000, 0.095994, VALID
12    1464815431.225293, 17.920000, 0.087268, VALID
13    1464815431.238455, 17.910000, 0.095994, VALID
14    1464815431.251195, 17.910000, 0.087268, VALID
15    1464815431.266164, 17.920000, 0.095994, VALID
16    1464815431.279659, 17.920000, 0.087268, VALID
17    1464815431.291466, 17.917273, 0.095994, FILTERED
18    1464815431.306285, 17.910000, 0.087268, VALID
19    1464815431.318206, 17.910000, 0.095994, VALID
20    1464815431.332167, 17.920000, 0.087268, VALID
21    1464815431.345343, 17.940001, 0.095994, VALID
22    1464815431.359361, 17.920000, 0.087268, VALID
23    1464815431.372367, 17.910000, 0.095994, VALID
24    1464815431.386241, 17.940001, 0.087268, VALID
25    1464815431.399291, 17.920000, 0.095994, VALID
26    1464815431.411279, 17.900000, 0.087268, VALID
27    1464815431.425250, 17.900000, 0.095994, VALID
28    1464815431.438312, 17.919091, 0.087268, FILTERED
29    1464815431.453385, 17.920000, 0.095994, VALID
30    1464815431.465454, 17.920000, 0.087268, VALID
31    1464815431.480265, 17.920000, 0.095994, VALID
32    1464815431.493268, 17.940001, 0.087268, VALID
33    1464815431.506319, 17.920000, 0.095994, VALID
34    1464815431.518223, 17.910000, 0.087268, VALID
35    1464815431.533212, 17.920000, 0.095994, VALID
36    1464815431.546267, 17.920000, 0.087268, VALID
37    1464815431.559054, 17.910000, 0.095994, VALID
38    1464815431.573202, 17.920000, 0.087268, VALID
39    1464815431.586469, 17.914545, 0.095994, FILTERED
40    1464815431.599665, 17.910000, 0.087268, VALID
41    1464815431.614368, 17.920000, 0.095994, VALID
42    1464815431.626419, 17.910000, 0.087268, VALID
43    1464815431.638271, 17.910000, 0.095994, VALID
44    1464815431.653377, 17.910000, 0.087268, VALID
45    1464815431.665262, 17.920000, 0.078541, VALID
46    1464815431.679171, 17.910000, 0.087268, VALID
47    1464815431.692260, 17.900000, 0.095994, VALID
48    1464815431.706730, 17.920000, 0.087268, VALID
49    1464815431.720150, 17.900000, 0.095994, VALID
50    1464815431.733162, 17.911818, 0.087268, FILTERED
51    1464815431.745319, 17.910000, 0.095994, VALID
52    1464815431.760238, 17.940001, 0.087268, VALID
53    1464815431.772173, 17.910000, 0.095994, VALID
54    1464815431.785366, 17.910000, 0.087268, VALID
55    1464815431.799215, 17.910000, 0.095994, VALID
56    1464815431.813179, 17.910000, 0.087268, VALID
57    1464815431.825178, 17.910000, 0.095994, VALID
58    1464815431.841805, 17.920000, 0.087268, VALID
59    1464815431.853265, 17.910000, 0.095994, VALID
60    1464815431.865124, 17.910000, 0.087268, VALID
61    1464815431.879323, 17.905454, 0.095994, FILTERED
62    1464815431.893139, 17.900000, 0.087268, VALID
63    1464815431.905262, 17.900000, 0.095994, VALID
64    1464815431.921255, 17.889999, 0.087268, VALID
65    1464815431.932328, 17.910000, 0.078541, VALID
66    1464815431.947240, 17.889999, 0.087268, VALID
67    1464815431.959311, 17.910000, 0.095994, VALID
68    1464815431.976176, 17.910000, 0.087268, VALID
69    1464815431.986139, 17.910000, 0.095994, VALID
70    1464815431.999245, 17.910000, 0.087268, VALID
71    1464815432.013277, 17.889999, 0.095994, VALID
72    1464815432.026167, 17.901818, 0.087268, FILTERED
73    1464815432.039662, 17.889999, 0.095994, VALID
74    1464815432.053227, 17.910000, 0.087268, VALID
