0    1469726251.827853, 8.516886, 0.445060, UNDEFINED
1    1469726251.840798, 8.499597, 0.488693, VALID
2    1469726251.854682, 8.489523, 0.497420, VALID
3    1469726251.867716, 8.480264, 0.488693, VALID
4    1469726251.881871, 8.459594, 0.497420, VALID
5    1469726251.894727, 8.437675, 0.488693, VALID
6    1469726251.912734, 8.421713, 0.497420, FILTERED
7    1469726251.920815, 8.398807, 0.488693, VALID
8    1469726251.934797, 8.399212, 0.497420, VALID
9    1469726251.948788, 8.366937, 0.488693, VALID
10    1469726251.960732, 8.359372, 0.497420, VALID
11    1469726251.974732, 8.327394, 0.488693, VALID
12    1469726251.987817, 8.327562, 0.497420, VALID
13    1469726252.000778, 8.295601, 0.488693, VALID
14    1469726252.017309, 8.275149, 0.497420, VALID
15    1469726252.028384, 8.254128, 0.488693, VALID
16    1469726252.041394, 8.243434, 0.497420, VALID
17    1469726252.056381, 8.220252, 0.506146, FILTERED
18    1469726252.068385, 8.201173, 0.497420, VALID
19    1469726252.081421, 8.180169, 0.488693, VALID
20    1469726252.094420, 8.158937, 0.497420, VALID
21    1469726252.110403, 8.137943, 0.488693, VALID
22    1469726252.121417, 8.127280, 0.497420, VALID
23    1469726252.135393, 8.116841, 0.488693, VALID
24    1469726252.147503, 8.095637, 0.497420, VALID
25    1469726252.161384, 8.064114, 0.488693, VALID
26    1469726252.175423, 8.053472, 0.497420, VALID
27    1469726252.188617, 8.027899, 0.436333, VALID
28    1469726252.201390, 7.984371, 0.462513, FILTERED
29    1469726252.214364, 7.932909, 0.418880, VALID
30    1469726252.228372, 7.916454, 0.445060, VALID
31    1469726252.241417, 7.901373, 0.418880, VALID
32    1469726252.256403, 7.884452, 0.410153, VALID
33    1469726252.268453, 7.859343, 0.418880, VALID
34    1469726252.281404, 7.853363, 0.445060, VALID
35    1469726252.294387, 7.825436, 0.453787, VALID
36    1469726252.310447, 7.818042, 0.410153, VALID
37    1469726252.321404, 7.792768, 0.436333, VALID
38    1469726252.334371, 7.775954, 0.445060, VALID
39    1469726252.348373, 7.753744, 0.436333, FILTERED
40    1469726252.362524, 7.736252, 0.462513, VALID
41    1469726252.374381, 7.705272, 0.436333, VALID
42    1469726252.388385, 7.698841, 0.445060, VALID
43    1469726252.401393, 7.684323, 0.436333, VALID
44    1469726252.414472, 7.650135, 0.427607, VALID
45    1469726252.428329, 7.633674, 0.436333, VALID
46    1469726252.440419, 7.616529, 0.445060, VALID
47    1469726252.456392, 7.603086, 0.453787, VALID
48    1469726252.468387, 7.589787, 0.445060, VALID
49    1469726252.481424, 7.565362, 0.436333, VALID
50    1469726252.494356, 7.542773, 0.445060, FILTERED
51    1469726252.510370, 7.520885, 0.453787, VALID
52    1469726252.521352, 7.507885, 0.445060, VALID
53    1469726252.535367, 7.483790, 0.436333, VALID
54    1469726252.548460, 7.466295, 0.445060, VALID
55    1469726252.561458, 7.435135, 0.436333, VALID
