0    1469732958.391389, 5.891292, 0.445060, UNDEFINED
1    1469732958.406776, 5.879128, 0.506146, VALID
2    1469732958.418707, 5.850008, 0.497420, VALID
3    1469732958.431319, 5.828586, 0.471240, VALID
4    1469732958.444354, 5.809676, 0.479967, VALID
5    1469732958.459305, 5.794755, 0.488693, VALID
6    1469732958.471335, 5.774060, 0.479967, VALID
7    1469732958.485296, 5.784488, 0.471240, VALID
8    1469732958.497320, 5.775326, 0.514873, VALID
9    1469732958.511311, 5.771923, 0.471240, VALID
10    1469732958.525285, 5.772498, 0.479967, VALID
11    1469732958.538281, 5.780110, 0.488693, FILTERED
12    1469732958.551445, 5.775659, 0.514873, FILTERED
13    1469732958.565326, 5.776059, 0.523600, FILTERED
14    1469732958.578334, 5.773249, 0.514873, FILTERED
15    1469732958.591325, 5.772210, 0.471240, FILTERED
16    1469732958.606339, 5.772498, 0.532326, FILTERED
17    1469732958.618308, 5.590599, 0.523600, VALID
18    1469732958.631324, 5.562368, 0.497420, VALID
19    1469732958.644322, 5.551718, 0.488693, VALID
20    1469732958.659300, 5.532524, 0.497420, VALID
21    1469732958.671269, 5.521824, 0.488693, VALID
22    1469732958.685352, 5.502551, 0.514873, VALID
23    1469732958.698385, 5.495437, 0.436333, VALID
24    1469732958.711327, 5.463746, 0.462513, VALID
25    1469732958.724426, 5.440708, 0.453787, VALID
26    1469732958.738406, 5.433766, 0.462513, VALID
27    1469732958.751472, 5.420958, 0.506146, VALID
28    1469732958.765360, 5.404740, 0.532326, VALID
29    1469732958.778380, 5.386558, 0.523600, VALID
30    1469732958.793428, 5.367712, 0.514873, VALID
31    1469732958.805382, 5.362559, 0.523600, VALID
32    1469732958.818379, 5.333972, 0.497420, VALID
33    1469732958.831376, 5.339423, 0.541053, VALID
34    1469732958.844367, 5.314304, 0.514873, VALID
35    1469732958.860385, 5.301004, 0.488693, VALID
36    1469732958.871350, 5.291985, 0.497420, VALID
37    1469732958.884407, 5.281240, 0.488693, VALID
38    1469732958.898427, 5.272265, 0.497420, VALID
39    1469732958.911367, 5.259254, 0.523600, VALID
40    1469732958.924385, 5.250172, 0.497420, VALID
41    1469732958.938411, 5.229917, 0.523600, VALID
42    1469732958.951355, 5.228595, 0.532326, VALID
43    1469732958.965491, 5.220142, 0.523600, VALID
44    1469732958.978515, 5.209095, 0.532326, VALID
45    1469732958.991405, 5.216972, 0.541053, VALID
46    1469732959.007357, 5.199347, 0.532326, VALID
47    1469732959.019377, 5.201812, 0.558506, VALID
48    1469732959.031340, 5.189602, 0.532326, VALID
49    1469732959.044462, 5.182474, 0.558506, VALID
50    1469732959.060408, 5.175738, 0.549780, VALID
51    1469732959.071376, 5.171294, 0.523600, VALID
52    1469732959.084332, 5.156358, 0.549780, VALID
53    1469732959.099380, 5.153482, 0.558506, VALID
54    1469732959.111423, 5.150640, 0.532326, VALID
55    1469732959.124327, 5.151768, 0.523600, VALID
56    1469732959.138395, 5.140904, 0.532326, VALID
57    1469732959.151381, 5.142009, 0.523600, VALID
58    1469732959.165328, 5.130166, 0.532326, VALID
59    1469732959.178363, 5.123436, 0.558506, VALID
60    1469732959.191329, 5.120438, 0.532326, VALID
61    1469732959.206425, 5.109092, 0.541053, VALID
62    1469732959.218332, 5.111585, 0.497420, VALID
63    1469732959.231411, 5.111764, 0.523600, VALID
64    1469732959.245401, 5.112258, 0.514873, VALID
65    1469732959.260389, 5.111764, 0.523600, VALID
66    1469732959.272351, 5.122033, 0.514873, VALID
67    1469732959.285390, 5.133088, 0.558506, VALID
68    1469732959.298369, 5.130166, 0.532326, VALID
69    1469732959.311382, 5.118793, 0.541053, VALID
70    1469732959.324429, 5.122033, 0.514873, VALID
71    1469732959.338394, 5.118793, 0.541053, VALID
72    1469732959.351372, 5.120438, 0.532326, VALID
73    1469732959.365335, 5.117172, 0.541053, VALID
74    1469732959.378374, 5.120519, 0.514873, VALID
75    1469732959.391400, 5.117172, 0.541053, VALID
76    1469732959.406385, 5.118853, 0.532326, VALID
77    1469732959.419392, 5.117172, 0.541053, VALID
78    1469732959.431412, 5.124592, 0.549780, VALID
79    1469732959.444392, 5.126870, 0.541053, VALID
80    1469732959.460371, 5.127920, 0.567233, VALID
81    1469732959.471357, 5.130310, 0.506146, VALID
82    1469732959.485866, 5.134265, 0.549780, VALID
83    1469732959.498435, 5.126870, 0.541053, VALID
84    1469732959.512465, 5.136940, 0.479967, VALID
85    1469732959.525446, 5.141032, 0.558506, VALID
86    1469732959.538433, 5.143941, 0.549780, VALID
87    1469732959.552412, 5.146270, 0.541053, VALID
88    1469732959.564728, 5.159363, 0.532326, VALID
89    1469732959.577624, 5.162057, 0.558506, VALID
90    1469732959.591534, 5.159363, 0.532326, VALID
91    1469732959.606445, 5.170299, 0.523600, VALID
92    1469732959.618526, 5.174670, 0.549780, VALID
93    1469732959.634804, 5.180061, 0.523600, VALID
94    1469732959.644449, 5.184359, 0.549780, VALID
95    1469732959.660421, 5.196473, 0.541053, VALID
96    1469732959.671470, 5.203743, 0.549780, VALID
97    1469732959.684539, 5.206192, 0.541053, VALID
98    1469732959.698476, 5.217808, 0.532326, VALID
99    1469732959.712822, 5.215912, 0.541053, VALID
100    1469732959.726001, 5.223135, 0.549780, VALID
101    1469732959.738474, 5.235360, 0.541053, VALID
102    1469732959.751435, 5.247057, 0.532326, VALID
103    1469732959.764512, 5.245087, 0.541053, VALID
104    1469732959.779332, 5.266565, 0.532326, VALID
105    1469732959.791623, 5.274278, 0.541053, VALID
106    1469732959.806436, 5.266565, 0.532326, VALID
107    1469732959.818413, 5.289161, 0.453787, VALID
108    1469732959.832409, 5.300782, 0.549780, VALID
109    1469732959.845654, 5.307142, 0.523600, VALID
110    1469732959.860487, 5.317913, 0.514873, VALID
111    1469732959.871434, 5.328159, 0.506146, VALID
112    1469732959.884442, 5.337542, 0.514873, VALID
113    1469732959.898434, 5.346308, 0.523600, VALID
114    1469732959.912724, 5.365313, 0.532326, VALID
115    1469732959.925625, 5.376770, 0.523600, VALID
116    1469732959.938502, 5.384875, 0.532326, VALID
117    1469732959.951453, 5.398083, 0.506146, VALID
118    1469732959.964383, 5.417001, 0.532326, VALID
119    1469732959.978531, 5.428531, 0.523600, VALID
120    1469732959.991576, 5.439521, 0.514873, VALID
121    1469732960.006462, 5.451625, 0.506146, VALID
122    1469732960.019854, 5.467796, 0.532326, VALID
123    1469732960.031630, 5.479415, 0.523600, VALID
124    1469732960.044723, 5.500353, 0.514873, VALID
125    1469732960.060667, 5.518782, 0.523600, VALID
126    1469732960.071804, 5.536535, 0.532326, VALID
127    1469732960.084674, 5.546596, 0.558506, VALID
128    1469732960.097828, 5.559566, 0.514873, VALID
129    1469732960.110670, 5.568032, 0.523600, VALID
130    1469732960.124659, 5.579161, 0.479967, VALID
131    1469732960.138628, 5.587652, 0.471240, VALID
132    1469732960.151836, 5.605605, 0.462513, VALID
133    1469732960.164714, 5.618578, 0.471240, VALID
134    1469732960.178788, 5.639954, 0.479967, VALID
135    1469732960.191685, 5.648535, 0.471240, VALID
136    1469732960.206615, 5.669869, 0.479967, VALID
137    1469732960.217795, 5.680357, 0.506146, VALID
138    1469732960.231692, 5.699800, 0.479967, VALID
139    1469732960.245139, 5.718491, 0.471240, VALID
140    1469732960.259679, 5.738777, 0.514873, VALID
141    1469732960.271656, 5.764394, 0.453787, VALID
142    1469732960.284665, 5.769697, 0.479967, VALID
143    1469732960.297726, 5.779652, 0.506146, VALID
